IDS
191052
194205
69055
103665
14164
198202
65054
198070
136970
40652
65088
93221
76334
12353
24206
93845
65063
11371
3987
65089
11907
31149
2968
64877
65062
65056
22072
81962
12891
64881
22058
22070
13644
12889
24205
65071
64874
3144
65075
65005
65031
72003
65061
65078
12450
18428
12704
12914
11813
11618
18426
64884
13957
31131
15874
18427
18988
22087
22054
22085
15942
22074
12840
2724
22084
22075
64873
8032
7531
22057
12839
22055
64876
13958
22064
191273
22083
4047
337
270
22049
22076
297
2722
13361
8181
22078
19667
13457
22061
64886
7529
18986
338
12910
12844
22065
229
65036
7627
18431
65023
65035
65096
65006
65003
65024
65014
65093
105945
4109
7629
139207
192072
65015
65012
64922
3054
3052
153900
22582
65065
12917
12705
12708
12706
272
12841
175421
271
72460
12842
14167
12915
12579
162973
12601
3531
29872
2022
12707
65076
1143
2608
22246
8694
65079
26592
65069
65053
65059
65019
65009
65018
12753
11909
38181
65020
65008
65017
65030
65011
22198
65077
64968
64926
64937
64959
12449
5755
39161
65052
65066
17273
4819
65067
128990
65055
143675
65072
22082
64882
22245
20924
31203
65033
38680
7630
65034
12754
65086
7373
18419
25671
13344
7880
11665
36796
11664
18422
156583
19844
25654
23601
22199
177193
98560
64933
64965
64957
8731
64932
18412
19147
31139
22192
38949
65060
31204
19656
3417
3292
18423
18420
18424
38688
65025
33389
65026
38692
64929
18416
22201
64952
64967
64924
18414
18815
19733
64938
65045
65041
38687
5418
7372
9520
33017
28160
65013
27079
18410
22213
22205
22194
64964
18415
64930
64962
65047
65051
65039
132821
139821
105473
22035
36909
18418
27251
24525
11839
31202
18421
37574
12613
65016
64963
18801
64951
64928
64946
22203
25473
65037
65038
40578
90387
22193
65043
38685
38265
12837
4827
38689
3874
8070
523
13698
65027
24151
85602
65010
21546
64948
64927
22206
22202
64923
64943
65046
69012
65049
65040
4441
12751
22034
20985
31199
11919
3151
151071
162578
12609
64998
1443
65007
18798
18797
12598
18425
64954
22211
22196
64953
64935
97685
119669
64931
12937
83356
26812
73673
87592
64970
11451
12893
18417
64863
23618
120727
12935
64976
64995
12813
69371
8289
18413
3836
22208
12658
34233
22204
18411
64939
130528
176242
85529
6912
64986
64975
80450
64971
22387
6998
12934
64856
69427
64990
130688
11791
69407
6999
84223
64979
34232
8287
3488
65000
190729
64981
64947
88609
65050
22390
11249
64860
31854
22038
22042
104606
1382
67825
1288
93615
64987
67856
64977
68991
29251
30610
22389
69089
85639
69068
39569
94621
64982
64985
85343
195051
7127
116399
64859
22032
29984
65001
192125
22033
22041
22037
64974
11250
69876
12602
1049
12639
191222
4772
21907
64984
64997
4576
69079
187985
29252
12892
22388
22222
194208
64978
85344
14442
22039
2118
13455
31855
12657
12641
64973
194444
70798
64991
1464
1463
64992
866
12640
40579
75044
83282
73403
65002
64980
724
77242
1122
40695
22176
77647
22173
12752
1050
584
64916
198470
22175
14446
722
64914
3941
585
64918
3939
64915
22407
22403
15941
50353
21985
50352
50354
